Server Available for Connection
Accepted connection from ('127.0.0.1', 59042)
Received data: {"op_code": 1, "value": {"buyer_id": 1, "username": "gokul", "password": "udp"}, "action": "Create_Account"}
Received data: {"op_code": 2, "value": {"buyer_id": 1, "username": "gokul", "password": "udp"}, "action": "Login"}
Received data: {"op_code": 4, "value": {"seller_id": 1}, "action": "Get_Seller_Rating"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
Received data: {"op_code": 8, "value": "", "action": "Display_Cart"}
